Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national
2010,11,6,3.0,52.0,20.0,,,IRAN,IRAN:  DORUD-RAZAN,33.37,48.94,5.0,4.9,,,,,,104.0,3.0,,1.0,,,,2.0,,,,,104.0,2.0,,1.0,,,,2.0,2.0,  DORUD-RAZAN,15340.3975,0.1291,46.455387
2010,12,20,18.0,41.0,59.2,,,IRAN,IRAN:  KERMAN,28.412,59.18,12.0,6.5,,7.0,1.0,,,25.0,1.0,,3.0,,3.0,1800.0,4.0,7.0,1.0,,,25.0,1.0,,3.0,,3.0,1800.0,4.0,4.0,  KERMAN,15340.3975,0.1291,46.455387
2010,1,17,9.0,37.0,26.1,,,CHINA,CHINA:  GUIZHOU PROVINCE,25.558,105.804,27.0,4.4,,7.0,1.0,1.0,,9.0,1.0,,,,,,,7.0,1.0,1.0,1.0,9.0,1.0,,,,,,,,  GUIZHOU PROVINCE,10142.9773,0.1383,143.60474
2010,1,30,21.0,36.0,58.0,,,CHINA,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,10.0,4.7,,1.0,1.0,,,15.0,1.0,,2.0,200.0,3.0,200.0,3.0,1.0,1.0,,,15.0,1.0,,2.0,200.0,3.0,,,, MOXI,10142.9773,0.1383,143.60474
2010,2,25,4.0,56.0,51.9,,,CHINA,CHINA:  YUNNAN PROVINCE,25.523,101.903,36.0,4.8,,,,,,11.0,1.0,,1.0,,,,1.0,,,,,11.0,1.0,,1.0,,,,1.0,1.0,  YUNNAN PROVINCE,10142.9773,0.1383,143.60474
2010,4,13,23.0,49.0,38.3,,,CHINA,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,17.0,6.9,,2968.0,4.0,,,12135.0,4.0,500.0,4.0,15000.0,4.0,,,2968.0,4.0,,,12135.0,4.0,500.0,4.0,15000.0,4.0,,,,  YUSHU,10142.9773,0.1383,143.60474
2010,8,29,0.0,53.0,31.4,,,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,35.0,4.9,,,,,,14.0,1.0,,3.0,,,1001.0,4.0,,,,,14.0,1.0,,3.0,,,1001.0,4.0,4.0, ZIAOJIA,10142.9773,0.1383,143.60474
2010,2,26,20.0,31.0,26.9,4782.0,,JAPAN,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,25.0,7.0,,,,,,2.0,1.0,,1.0,,,,,,,,,2.0,1.0,,1.0,,,,,, OKINAWA,28394.0811,0.1662,351.45523
2010,12,21,17.0,19.0,40.6,5402.0,,JAPAN,JAPAN:  BONIN ISLANDS,26.901,143.698,14.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,  BONIN ISLANDS,28394.0811,0.1662,351.45523
2010,2,27,6.0,34.0,11.5,4682.0,,CHILE,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,22.0,8.8,9.0,402.0,3.0,,,12000.0,4.0,30000.0,4.0,,,500000.0,4.0,558.0,3.0,,,12000.0,4.0,30000.0,4.0,,,500000.0,4.0,4.0, TALCAHUANO,21056.8112,0.0689,22.869448
2010,3,11,14.0,39.0,43.9,4722.0,,CHILE,CHILE:  RANCAGUA,-34.29,-71.891,11.0,6.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  RANCAGUA,21056.8112,0.0689,22.869448
2010,2,27,15.0,45.0,37.0,,,ARGENTINA,ARGENTINA:  SALTA,-24.872,-65.602,10.0,6.3,,2.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,,,  SALTA,20061.0849,0.1334,15.018189
2010,3,4,0.0,18.0,51.2,,,TAIWAN,TAIWAN:  KAO-HSIUNG,22.918,120.795,21.0,6.3,,,,,,96.0,2.0,1000.0,4.0,,,,,,,,,96.0,2.0,1000.0,4.0,,,340.0,3.0,3.0,  KAO-HSIUNG,38861.2386,0.1026,651.88043
2010,3,8,2.0,32.0,34.7,,,TURKEY,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,12.0,6.1,,51.0,2.0,,,100.0,2.0,,2.0,287.0,3.0,287.0,3.0,51.0,2.0,,,100.0,2.0,,2.0,287.0,3.0,700.0,3.0,3.0, YUKARI DEMIRCI,20843.9744,0.1461,95.1046
2010,3,30,16.0,54.0,46.7,,,INDIA,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,34.0,6.7,,,,,,10.0,1.0,,2.0,,,,,,,,,10.0,1.0,,2.0,,,,3.0,3.0,  DIGLIPUR,5142.991,0.1433,417.26685
2010,5,1,22.0,36.0,29.3,,,INDIA,INDIA:  CHAMOLI,30.099,80.026,36.0,4.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  CHAMOLI,5142.991,0.1433,417.26685
2010,6,12,19.0,26.0,50.4,4902.0,,INDIA,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,35.0,7.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,  LITTLE NICOBAR ISLAND,5142.991,0.1433,417.26685
2010,6,18,23.0,9.0,31.0,,,INDIA,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,20.0,5.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,2.0,  DIGLIPUR,5142.991,0.1433,417.26685
2010,6,22,23.0,14.0,10.8,,,INDIA,INDIA:  TAULI,29.872,80.428,16.0,5.2,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,  TAULI,5142.991,0.1433,417.26685
2010,4,4,22.0,40.0,43.1,,,MEXICO,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,4.0,7.2,,2.0,1.0,,,233.0,3.0,1150.0,4.0,,,,3.0,2.0,1.0,,,233.0,3.0,1150.0,4.0,,,,3.0,3.0,  BAJA CALIFORNIA,19394.581,0.0573,57.888527
2010,6,30,7.0,22.0,27.6,,,MEXICO,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,20.0,6.2,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,  SAN ANDRES HUAXPALTEPEC,19394.581,0.0573,57.888527
2010,4,18,20.0,28.0,50.2,,,AFGHANISTAN,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,13.0,5.6,,11.0,1.0,,,70.0,2.0,,4.0,2000.0,4.0,,,11.0,1.0,,,70.0,2.0,,4.0,2000.0,4.0,,,,  SAMANGAN PROVINCE,3697.8434,0.1792,43.220448
2010,4,20,0.0,17.0,8.0,,,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.794,121.406,0.0,5.2,,,,,,3.0,1.0,,1.0,,,,,,,,,3.0,1.0,,1.0,,,,1.0,1.0,  KALGOORLIE,41201.3759,0.1765,2.862599
2010,5,6,2.0,42.0,47.9,,,PERU,PERU:  TACNA,-18.058,-70.547,37.0,6.2,,,,,,11.0,1.0,,2.0,,,,,,,,,11.0,1.0,,2.0,,,,2.0,2.0,  TACNA,11160.0147,0.0865,22.835606
2010,5,14,12.0,29.0,22.3,,,ALGERIA,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,2.0,5.2,,2.0,1.0,,,43.0,1.0,,,,,,,2.0,1.0,,,43.0,1.0,,,,,,,,  BENI YELLMAN,13263.8918,0.1879,15.05468
2010,5,16,5.0,16.0,10.0,,,PUERTO RICO,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,113.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0, VEGA BAJA,19938.292,,419.1567
2010,6,23,17.0,41.0,41.0,,,CANADA,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,22.0,5.2,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, GRACEFIELD,39667.7795,0.1705,3.8644414
2010,7,23,22.0,51.0,12.4,,,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,586.0,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,  MORO GULF,7580.3107,0.1236,317.39178
2010,8,12,11.0,54.0,15.5,,,ECUADOR,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,207.0,7.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, LOJA,12113.8066,0.0995,60.354248
2010,9,3,16.0,35.0,47.7,,,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,12.0,7.0,9.0,,,,,2.0,1.0,6500.0,4.0,,,,3.0,,,,,2.0,1.0,6500.0,4.0,,,,3.0,3.0,  CHRISTCHURCH,36924.4001,0.2041,16.50657
2010,9,6,11.0,24.0,1.5,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,9.0,5.0,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  CHRISTCHURCH,36924.4001,0.2041,16.50657
2010,9,6,22.0,48.0,33.2,,,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,21.0,5.1,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  PORANGAHAU,36924.4001,0.2041,16.50657
2010,9,7,19.0,49.0,57.4,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,6.0,5.0,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  CANTERBURY,36924.4001,0.2041,16.50657
2010,12,25,21.0,30.0,15.7,,,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,5.0,4.5,,,,,,,,,1.0,,,20.0,1.0,,,,,,,,1.0,,,20.0,1.0,1.0,  CHRISTCHURCH,36924.4001,0.2041,16.50657
2010,9,10,17.0,24.0,16.6,,,BANGLADESH,BANGLADESH:  NARAYANGANJ,23.407,90.648,10.0,4.8,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  NARAYANGANJ,4402.1273,0.1606,1139.9795
2010,10,10,21.0,44.0,25.9,,,PAKISTAN,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,33.0,5.2,,1.0,1.0,,,15.0,1.0,,2.0,,,100.0,1.0,1.0,1.0,,,15.0,1.0,,1.0,,,100.0,2.0,2.0, HARIPUR,6287.3615,0.1696,252.25002
2010,11,12,9.0,37.0,19.9,,,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,27.0,4.7,,,,,,12.0,1.0,,1.0,,,,2.0,,,,,12.0,1.0,,1.0,,,,2.0,2.0,  QUETTA,6287.3615,0.1696,252.25002
2010,12,16,12.0,14.0,24.5,,,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10.0,5.1,,,,,,,3.0,,2.0,,,,3.0,,,,,,3.0,,2.0,,,,3.0,3.0, WENJELA,2378.2931,0.1649,79.07148
2011,1,5,16.0,32.0,24.2,,,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,24.0,4.5,,,,,,16.0,1.0,,2.0,,,,,,,,,16.0,1.0,,2.0,,,,,,  FARS PROVINCE,15503.8226,0.1349,47.052677
2011,1,18,20.0,23.0,23.4,,,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,68.0,7.2,,3.0,1.0,,,,2.0,,2.0,200.0,3.0,200.0,3.0,3.0,1.0,,,,2.0,,2.0,,,200.0,3.0,3.0, BALOCHISTAN,6371.3497,0.1706,257.6312
2011,2,1,7.0,11.0,26.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,31.0,4.8,,,,,,1.0,1.0,,2.0,,,700.0,3.0,,,,,1.0,1.0,,2.0,,,700.0,3.0,3.0,  PINGYUAN,10722.1193,0.1409,144.55316
2011,3,10,4.0,58.0,16.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,26.0,5.5,,25.0,1.0,,,250.0,3.0,,3.0,1039.0,4.0,12528.0,,25.0,1.0,,,250.0,3.0,,3.0,1039.0,4.0,12528.0,4.0,4.0,  PINGYUAN,10722.1193,0.1409,144.55316
2011,4,10,9.0,2.0,47.3,,,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,43.0,5.1,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,  LUHUO,10722.1193,0.1409,144.55316
2011,6,8,1.0,53.0,26.0,,,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,21.0,5.3,,,,,,8.0,1.0,,1.0,,,50.0,1.0,,,,,8.0,1.0,,1.0,,,50.0,1.0,1.0,  DABANCHENG,10722.1193,0.1409,144.55316
2011,6,20,10.0,16.0,55.2,,,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,39.0,5.3,,,,,,4.0,1.0,,2.0,,,,,,,,,4.0,1.0,,2.0,,,,,,  BAOSHAN,10722.1193,0.1409,144.55316
2011,6,26,7.0,48.0,16.7,,,CHINA,CHINA:  QINGHAI PROVINCE,32.447,95.948,29.0,5.3,,,,,,,,,1.0,10.0,1.0,,3.0,,,,,,,,1.0,10.0,1.0,,3.0,3.0,  QINGHAI PROVINCE,10722.1193,0.1409,144.55316
2011,8,9,11.0,50.0,22.2,,,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,40.0,5.0,,,,,,,,,3.0,,,22823.0,4.0,,,,,3.0,1.0,,3.0,,,22823.0,4.0,4.0, BAOSHAN,10722.1193,0.1409,144.55316
2011,8,11,10.0,6.0,29.3,,,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,10.0,5.7,,,,,,21.0,1.0,,2.0,,,,,,,,,21.0,1.0,,2.0,,,,,, KASHI,10722.1193,0.1409,144.55316
2011,11,1,0.0,21.0,28.0,,,CHINA,CHINA:  XINJIANG PROVINCE,43.648,82.437,28.0,5.6,,,,,,,,10.5,3.0,2453.0,4.0,,3.0,,,,,,,10.5,3.0,2453.0,2.0,,3.0,3.0,  XINJIANG PROVINCE,10722.1193,0.1409,144.55316
2011,12,1,12.0,48.0,17.7,,,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32.0,5.3,,,,,,,,,2.0,,,300.0,3.0,,,,,,,,2.0,,,300.0,3.0,3.0, KASHI,10722.1193,0.1409,144.55316
2011,2,11,20.0,5.0,30.7,5406.0,,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF COAST CENTRAL,21977.6715,0.0678,23.097282
2011,2,21,23.0,51.0,42.3,5407.0,,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,6.0,6.1,,185.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,185.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,, LYTTELTON,37812.5952,0.1983,16.639223
2011,6,13,2.0,20.0,49.3,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,6.0,6.0,,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,,,  CANTERBURY,37812.5952,0.1983,16.639223
2011,7,6,19.0,3.0,18.2,5430.0,,NEW ZEALAND,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,17.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,, KERMADEC ISLANDS,37812.5952,0.1983,16.639223
2011,12,3,6.0,19.0,10.4,,,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56.0,5.3,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  COOK STRAIT,37812.5952,0.1983,16.639223
2011,12,23,0.0,58.0,38.3,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10.0,5.8,,,,,,60.0,2.0,,1.0,,,,1.0,,,,,60.0,2.0,,1.0,,,,1.0,1.0,  CHRISTCHURCH,37812.5952,0.1983,16.639223
2011,3,3,15.0,12.0,1.4,,,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,50.0,5.5,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  MINDANAO,7743.7816,0.1249,323.09726
2011,11,7,9.0,43.0,15.9,,,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46.0,5.0,,,,,,31.0,1.0,,1.0,,,23.0,1.0,,,,,31.0,1.0,,1.0,,,23.0,1.0,1.0,  BUKIDNON PROVINCE,7743.7816,0.1249,323.09726
2011,3,9,2.0,45.0,20.3,5412.0,,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,32.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  E COAST,29148.4323,0.1685,351.18588
2011,3,11,5.0,46.0,24.1,5413.0,,JAPAN,JAPAN:  HONSHU,38.297,142.373,29.0,9.1,,1475.0,4.0,,,6157.0,4.0,4401.709,4.0,2473.0,4.0,5618.0,4.0,18428.0,4.0,,,6167.0,4.0,220136.6,4.0,123661.0,4.0,280920.0,4.0,4.0,  HONSHU,29148.4323,0.1685,351.18588
2011,3,11,6.0,15.0,40.2,,,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,43.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,  NEAR E COAST HONSHU,29148.4323,0.1685,351.18588
2011,3,11,6.0,25.0,50.3,,,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,19.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF EAST COAST HONSHU,29148.4323,0.1685,351.18588
2011,4,7,14.0,32.0,43.2,5429.0,,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42.0,7.1,,3.0,1.0,,,132.0,3.0,,1.0,,,,,3.0,1.0,,,132.0,3.0,,1.0,,,,,, NEAR E COAST HONSHU,29148.4323,0.1685,351.18588
2011,4,11,8.0,16.0,12.7,,,JAPAN,JAPAN:  HONSHU,37.001,140.401,11.0,6.6,,7.0,1.0,,,,,,1.0,3.0,1.0,,,7.0,1.0,,,,,,1.0,3.0,1.0,,,,  HONSHU,29148.4323,0.1685,351.18588
2011,7,10,0.0,57.0,10.8,5431.0,,JAPAN,JAPAN:  HONSHU:  E COAST,38.034,143.264,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,  E COAST,29148.4323,0.1685,351.18588
2011,3,24,13.0,55.0,12.0,,,MYANMAR,MYANMAR:  TACHILEK,20.687,99.822,8.0,6.8,,104.0,3.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0,104.0,3.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0,4.0,  TACHILEK,3813.9763,0.1271,76.29358
2011,4,24,23.0,7.0,51.4,,,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,8.0,6.1,,,,,,14.0,1.0,,2.0,,2.0,,,,,,,14.0,1.0,,2.0,,2.0,,,,  KENDARI,10013.4248,0.1428,130.56404
2011,9,5,17.0,55.0,11.2,,,INDONESIA,INDONESIA:  SUMATRA,2.965,97.893,91.0,6.7,,10.0,1.0,,,,,,1.0,,,,2.0,10.0,1.0,,,,,,1.0,,,,2.0,2.0,  SUMATRA,10013.4248,0.1428,130.56404
2011,5,11,16.0,47.0,25.7,,,SPAIN,SPAIN:  LORCA,37.699,-1.672,1.0,5.1,,10.0,1.0,,,,3.0,,1.0,,1.0,,1.0,10.0,1.0,,,,3.0,,1.0,,1.0,,,,  LORCA,30145.7084,0.2073,93.508354
2011,5,19,21.0,12.0,51.0,,,TURKEY,TURKEY:  SIMAV,39.12,29.04,7.0,4.3,,2.0,1.0,,,125.0,3.0,,1.0,,,,2.0,2.0,1.0,,,125.0,3.0,,1.0,,,,2.0,2.0,  SIMAV,22991.5185,0.1452,96.37599
2011,10,23,10.0,41.0,22.9,,,TURKEY,"TURKEY:  ERCIS, VAN",38.722,43.513,16.0,7.1,,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,4.0, VAN,22991.5185,0.1452,96.37599
2011,11,9,19.0,23.0,33.2,,,TURKEY,TURKEY:  VAN,38.429,43.229,5.0,5.7,,40.0,1.0,,,,,,1.0,,1.0,,,40.0,1.0,,,,,,1.0,,1.0,,,,  VAN,22991.5185,0.1452,96.37599
2011,7,19,19.0,35.0,43.4,,,UZBEKISTAN,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,20.0,6.1,,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,,, VIOLYATI,5608.3562,0.1467,65.94181
2011,9,7,17.0,58.0,18.7,,,INDIA,INDIA:  DELHI,28.724,77.189,10.0,4.3,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,  DELHI,5525.1807,0.1373,422.98718
2011,9,18,12.0,40.0,51.8,,,INDIA,INDIA: SIKKIM;  NEPAL;  CHINA;  BHUTAN,27.73,88.155,50.0,6.9,,127.0,3.0,,,441.0,3.0,2100.0,4.0,,4.0,40000.0,4.0,127.0,3.0,,,441.0,3.0,2100.0,4.0,,4.0,40000.0,4.0,4.0, SIKKIM;  NEPAL;  CHINA;  BHUTAN,5525.1807,0.1373,422.98718
2011,10,20,17.0,18.0,34.1,,,INDIA,INDIA:  GUJARAT,21.211,70.533,10.0,5.0,,,,,,34.0,1.0,,3.0,,,3000.0,4.0,,,,,34.0,1.0,,3.0,,,3000.0,4.0,4.0,  GUJARAT,5525.1807,0.1373,422.98718
2011,10,29,0.0,43.0,55.1,,,INDIA,INDIA:  SIKKIM,27.449,88.684,10.0,3.5,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,  SIKKIM,5525.1807,0.1373,422.98718
2011,11,21,3.0,15.0,42.2,,,INDIA,INDIA:  ASSAM,24.955,95.236,114.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  ASSAM,5525.1807,0.1373,422.98718
2011,9,19,18.0,33.0,55.8,,,GUATEMALA,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,9.0,5.6,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,  CUILAPA SANTA ROSA,10326.8558,0.0979,138.42346
2011,10,28,18.0,54.0,34.0,,,PERU,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24.0,6.9,,1.0,1.0,,,103.0,3.0,,2.0,134.0,3.0,,,1.0,1.0,,,103.0,2.0,,2.0,134.0,3.0,,,,  SAN VICENTE DE CANETE,11611.073,0.0855,23.02947
2011,10,29,13.0,50.0,49.0,,,ECUADOR,ECUADOR:  POMASQUI,-0.13,-78.37,3.0,4.0,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  POMASQUI,12908.3535,0.1133,61.353413
2011,12,11,1.0,47.0,25.9,,,MEXICO,MEXICO:  GUERRERO,17.844,-99.963,54.0,6.4,,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,2.0,  GUERRERO,19729.1066,0.0556,58.720894
2012,1,19,12.0,35.0,51.3,,,IRAN,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8.0,5.3,,,,,,238.0,3.0,,1.0,,,,2.0,,,,,238.0,3.0,,1.0,,,,2.0,2.0,  KHORASAN-E-RAZAVI,14189.9706,0.1414,47.657597
2012,2,27,18.0,48.0,55.3,,,IRAN,IRAN:  RAVAR,31.428,56.778,10.0,5.2,,,,,,6.0,1.0,,1.0,,,,2.0,,,,,6.0,1.0,,1.0,,,,2.0,2.0,  RAVAR,14189.9706,0.1414,47.657597
2012,5,3,10.0,9.0,35.6,,,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10.0,5.4,,,,,,8.0,1.0,,2.0,,,,3.0,,,,,8.0,1.0,,2.0,,,,3.0,3.0, DEHLORAN,14189.9706,0.1414,47.657597
2012,8,11,12.0,23.0,18.1,,,IRAN,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11.0,6.5,,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,4.0, VARZAGAN,14189.9706,0.1414,47.657597
2012,12,5,17.0,8.0,13.5,,,IRAN,IRAN:  KHORASAN PROVINCE,33.506,59.571,14.0,5.7,,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,1.0,  KHORASAN PROVINCE,14189.9706,0.1414,47.657597
2012,1,30,5.0,11.0,0.9,,,PERU,PERU:  ICA,-14.168,-75.635,43.0,6.4,,,,,,119.0,3.0,,1.0,,,,1.0,,,,,119.0,3.0,,1.0,,,,1.0,1.0,  ICA,12282.6217,0.0886,23.241869
2012,2,6,3.0,49.0,12.5,,,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11.0,6.7,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,,  NEGROS ORIENTAL PROVINCE,8058.1228,0.126,328.77997
2012,3,5,23.0,6.0,30.8,,,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37.0,5.6,,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,2.0,  MASBATE ISLAND,8058.1228,0.126,328.77997
2012,3,16,7.0,58.0,2.5,,,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,18.0,5.8,,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,1.0,  SURIGAO,8058.1228,0.126,328.77997
2012,8,31,12.0,47.0,33.3,5463.0,,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28.0,7.6,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,, TACLOBAN,8058.1228,0.126,328.77997
2012,2,26,2.0,35.0,0.5,,,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,28.0,5.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  PINGTUNG,40395.9489,0.1112,656.14417
