,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national,preperation_zone,pop_with_water,pop_without_water,pop_total
568,2010,11,12,9.0,37.0,19.9,,,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,27.0,4.7,,,,,,12.0,1.0,,1.0,,,,2.0,,,,,12.0,1.0,,1.0,,,,2.0,2.0,  QUETTA,6287.3615,0.1696,252.25002,114.45000000000002,48.251916940470366,48.251916940470366,2475419.8428800106
569,2010,12,16,12.0,14.0,24.5,,,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10.0,5.1,,,,,,,3.0,,2.0,,,,3.0,,,,,,3.0,,2.0,,,,3.0,3.0, WENJELA,2378.2931,0.1649,79.07148,164.89999999999992,189.6748375194284,193.5344841746227,20343764.372983813
570,2011,1,5,16.0,32.0,24.2,,,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,24.0,4.5,,,,,,16.0,1.0,,2.0,,,,,,,,,16.0,1.0,,2.0,,,,,,  FARS PROVINCE,15503.8226,0.1349,47.052677,96.75,30.855842959070277,30.895004441691324,1119758.5409846604
571,2011,1,18,20.0,23.0,23.4,,,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,68.0,7.2,,3.0,1.0,,,,2.0,,2.0,200.0,3.0,200.0,3.0,3.0,1.0,,,,2.0,,2.0,,,200.0,3.0,3.0, BALOCHISTAN,6371.3497,0.1706,257.6312,1368.4000000000003,60.92675057857285,78.39053636418767,455745802.8466051
572,2011,2,1,7.0,11.0,26.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,31.0,4.8,,,,,,1.0,1.0,,2.0,,,700.0,3.0,,,,,1.0,1.0,,2.0,,,700.0,3.0,3.0,  PINGYUAN,10722.1193,0.1409,144.55316,123.29999999999998,58.306218630852975,58.306218630852975,3499830.7733169496
573,2011,3,10,4.0,58.0,16.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,26.0,5.5,,25.0,1.0,,,250.0,3.0,,3.0,1039.0,4.0,12528.0,,25.0,1.0,,,250.0,3.0,,3.0,1039.0,4.0,12528.0,4.0,4.0,  PINGYUAN,10722.1193,0.1409,144.55316,260.5,44.949700503672716,44.97107069850199,12107696.277369786
574,2011,4,10,9.0,2.0,47.3,,,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,43.0,5.1,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,  LUHUO,10722.1193,0.1409,144.55316,164.89999999999992,5.733448668119041,6.437076271278482,614946.7703477759
575,2011,6,8,1.0,53.0,26.0,,,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,21.0,5.3,,,,,,8.0,1.0,,1.0,,,50.0,1.0,,,,,8.0,1.0,,1.0,,,50.0,1.0,1.0,  DABANCHENG,10722.1193,0.1409,144.55316,212.69999999999996,29.184358936842543,41.90260425317323,5209583.176380015
576,2011,6,20,10.0,16.0,55.2,,,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,39.0,5.3,,,,,,4.0,1.0,,2.0,,,,,,,,,4.0,1.0,,2.0,,,,,,  BAOSHAN,10722.1193,0.1409,144.55316,212.69999999999996,58.70543575926778,58.785790104699004,10479272.515643854
577,2011,6,26,7.0,48.0,16.7,,,CHINA,CHINA:  QINGHAI PROVINCE,32.447,95.948,29.0,5.3,,,,,,,,,1.0,10.0,1.0,,3.0,,,,,,,,1.0,10.0,1.0,,3.0,3.0,  QINGHAI PROVINCE,10722.1193,0.1409,144.55316,212.69999999999996,4.123832830442728,4.502027386046729,737873.2845182868
578,2011,8,9,11.0,50.0,22.2,,,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,40.0,5.0,,,,,,,,,3.0,,,22823.0,4.0,,,,,3.0,1.0,,3.0,,,22823.0,4.0,4.0, BAOSHAN,10722.1193,0.1409,144.55316,141.0,69.4603039626559,69.4603039626559,5484655.061195273
579,2011,8,11,10.0,6.0,29.3,,,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,10.0,5.7,,,,,,21.0,1.0,,2.0,,,,,,,,,21.0,1.0,,2.0,,,,,, KASHI,10722.1193,0.1409,144.55316,308.30000000000007,14.456301375120761,20.075922041334817,5458843.96225935
580,2011,11,1,0.0,21.0,28.0,,,CHINA,CHINA:  XINJIANG PROVINCE,43.648,82.437,28.0,5.6,,,,,,,,10.5,3.0,2453.0,4.0,,3.0,,,,,,,10.5,3.0,2453.0,2.0,,3.0,3.0,  XINJIANG PROVINCE,10722.1193,0.1409,144.55316,284.3999999999999,13.725894459519527,18.754883816564124,4412724.083896473
581,2011,12,1,12.0,48.0,17.7,,,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32.0,5.3,,,,,,,,,2.0,,,300.0,3.0,,,,,,,,2.0,,,300.0,3.0,3.0, KASHI,10722.1193,0.1409,144.55316,212.69999999999996,25.993849408556922,38.311807914527854,4651053.480823682
582,2011,2,11,20.0,5.0,30.7,5406.0,,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF COAST CENTRAL,21977.6715,0.0678,23.097282,893.5999999999999,6.251557761368109,13.402086673529636,19930028.658819146
583,2011,2,21,23.0,51.0,42.3,5407.0,,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,6.0,6.1,,185.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,185.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,, LYTTELTON,37812.5952,0.1983,16.639223,444.19999999999976,1.9768470575348487,8.07787129671597,1553568.519269602
584,2011,6,13,2.0,20.0,49.3,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,6.0,6.0,,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,,,  CANTERBURY,37812.5952,0.1983,16.639223,380.0,2.354286057716968,8.599377782949407,1356259.4664156488
585,2011,7,6,19.0,3.0,18.2,5430.0,,NEW ZEALAND,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,17.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,, KERMADEC ISLANDS,37812.5952,0.1983,16.639223,2061.1999999999994,,,0.0
586,2011,12,3,6.0,19.0,10.4,,,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56.0,5.3,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  COOK STRAIT,37812.5952,0.1983,16.639223,212.69999999999996,4.563186984191609,12.180462598320833,814556.2558001074
587,2011,12,23,0.0,58.0,38.3,,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10.0,5.8,,,,,,60.0,2.0,,1.0,,,,1.0,,,,,60.0,2.0,,1.0,,,,1.0,1.0,  CHRISTCHURCH,37812.5952,0.1983,16.639223,332.19999999999993,2.9170881926464536,9.681920691185537,1280327.5102816843
588,2011,3,3,15.0,12.0,1.4,,,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,50.0,5.5,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  MINDANAO,7743.7816,0.1249,323.09726,260.5,61.00899790099009,194.10420943751805,16433444.683608592
589,2011,11,7,9.0,43.0,15.9,,,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46.0,5.0,,,,,,31.0,1.0,,1.0,,,23.0,1.0,,,,,31.0,1.0,,1.0,,,23.0,1.0,1.0,  BUKIDNON PROVINCE,7743.7816,0.1249,323.09726,141.0,152.55289935852124,183.72194747575986,12045729.486248195
590,2011,3,9,2.0,45.0,20.3,5412.0,,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,32.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  E COAST,29148.4323,0.1685,351.18588,1888.0,12.875044862438068,62.41196150486822,183477436.1927815
591,2011,3,11,5.0,46.0,24.1,5413.0,,JAPAN,JAPAN:  HONSHU,38.297,142.373,29.0,9.1,,1475.0,4.0,,,6157.0,4.0,4401.709,4.0,2473.0,4.0,5618.0,4.0,18428.0,4.0,,,6167.0,4.0,220136.6,4.0,123661.0,4.0,280920.0,4.0,4.0,  HONSHU,29148.4323,0.1685,351.18588,7413.0,,,0.0
592,2011,3,11,6.0,15.0,40.2,,,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,43.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,  NEAR E COAST HONSHU,29148.4323,0.1685,351.18588,2580.8000000000006,18.834148083077693,83.62337472749816,501373308.99668473
593,2011,3,11,6.0,25.0,50.3,,,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,19.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF EAST COAST HONSHU,29148.4323,0.1685,351.18588,2061.1999999999994,10.22860030915266,56.08454654909256,173708646.98282862
594,2011,4,7,14.0,32.0,43.2,5429.0,,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42.0,7.1,,3.0,1.0,,,132.0,3.0,,1.0,,,,,3.0,1.0,,,132.0,3.0,,1.0,,,,,, NEAR E COAST HONSHU,29148.4323,0.1685,351.18588,1195.1999999999994,20.62931119922671,124.19303396311467,117738101.02288179
595,2011,4,11,8.0,16.0,12.7,,,JAPAN,JAPAN:  HONSHU,37.001,140.401,11.0,6.6,,7.0,1.0,,,,,,1.0,3.0,1.0,,,7.0,1.0,,,,,,1.0,3.0,1.0,,,,  HONSHU,29148.4323,0.1685,351.18588,765.1999999999998,43.90701934167828,273.775771234187,102580496.17219506
596,2011,7,10,0.0,57.0,10.8,5431.0,,JAPAN,JAPAN:  HONSHU:  E COAST,38.034,143.264,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,  E COAST,29148.4323,0.1685,351.18588,1022.0,24.26909032800374,195.07712058791253,101345100.1479882
597,2011,3,24,13.0,55.0,12.0,,,MYANMAR,MYANMAR:  TACHILEK,20.687,99.822,8.0,6.8,,104.0,3.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0,104.0,3.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0,4.0,  TACHILEK,3813.9763,0.1271,76.29358,893.5999999999999,80.58212803858223,92.04183410493077,256608951.8111828
598,2011,4,24,23.0,7.0,51.4,,,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,8.0,6.1,,,,,,14.0,1.0,,2.0,,2.0,,,,,,,14.0,1.0,,2.0,,2.0,,,,  KENDARI,10013.4248,0.1428,130.56404,444.19999999999976,16.787555371284558,73.26209234948828,13193037.590295851
599,2011,9,5,17.0,55.0,11.2,,,INDONESIA,INDONESIA:  SUMATRA,2.965,97.893,91.0,6.7,,10.0,1.0,,,,,,1.0,,,,2.0,10.0,1.0,,,,,,1.0,,,,2.0,2.0,  SUMATRA,10013.4248,0.1428,130.56404,829.4000000000001,27.00622153402935,107.17932878932753,74194354.45776804
600,2011,5,11,16.0,47.0,25.7,,,SPAIN,SPAIN:  LORCA,37.699,-1.672,1.0,5.1,,10.0,1.0,,,,3.0,,1.0,,1.0,,1.0,10.0,1.0,,,,3.0,,1.0,,1.0,,,,  LORCA,30145.7084,0.2073,93.508354,164.89999999999992,39.92143639721142,61.68014207197752,4268759.27251742
601,2011,5,19,21.0,12.0,51.0,,,TURKEY,TURKEY:  SIMAV,39.12,29.04,7.0,4.3,,2.0,1.0,,,125.0,3.0,,1.0,,,,2.0,2.0,1.0,,,125.0,3.0,,1.0,,,,2.0,2.0,  SIMAV,22991.5185,0.1452,96.37599,79.04999999999998,29.601991399241534,29.61160204536766,729659.4859999046
602,2011,10,23,10.0,41.0,22.9,,,TURKEY,"TURKEY:  ERCIS, VAN",38.722,43.513,16.0,7.1,,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,4.0, VAN,22991.5185,0.1452,96.37599,1195.1999999999994,38.27308293394397,48.86453156637255,218436769.96364
603,2011,11,9,19.0,23.0,33.2,,,TURKEY,TURKEY:  VAN,38.429,43.229,5.0,5.7,,40.0,1.0,,,,,,1.0,,1.0,,,40.0,1.0,,,,,,1.0,,1.0,,,,  VAN,22991.5185,0.1452,96.37599,308.30000000000007,50.70243670461512,54.46706919278424,19176929.12260305
604,2011,7,19,19.0,35.0,43.4,,,UZBEKISTAN,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,20.0,6.1,,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,,, VIOLYATI,5608.3562,0.1467,65.94181,444.19999999999976,43.58390063517291,44.4485144582705,34251802.998970956
605,2011,9,7,17.0,58.0,18.7,,,INDIA,INDIA:  DELHI,28.724,77.189,10.0,4.3,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,  DELHI,5525.1807,0.1373,422.98718,79.04999999999998,1515.2247355422933,1515.2247355422933,37348774.50638199
606,2011,9,18,12.0,40.0,51.8,,,INDIA,INDIA: SIKKIM;  NEPAL;  CHINA;  BHUTAN,27.73,88.155,50.0,6.9,,127.0,3.0,,,441.0,3.0,2100.0,4.0,,4.0,40000.0,4.0,127.0,3.0,,,441.0,3.0,2100.0,4.0,,4.0,40000.0,4.0,4.0, SIKKIM;  NEPAL;  CHINA;  BHUTAN,5525.1807,0.1373,422.98718,957.8000000000002,177.6435234658305,226.86493741937457,650438563.5867159
607,2011,10,20,17.0,18.0,34.1,,,INDIA,INDIA:  GUJARAT,21.211,70.533,10.0,5.0,,,,,,34.0,1.0,,3.0,,,3000.0,4.0,,,,,34.0,1.0,,3.0,,,3000.0,4.0,4.0,  GUJARAT,5525.1807,0.1373,422.98718,141.0,121.91054167326254,213.4123682229079,9626178.281062484
608,2011,10,29,0.0,43.0,55.1,,,INDIA,INDIA:  SIKKIM,27.449,88.684,10.0,3.5,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,  SIKKIM,5525.1807,0.1373,422.98718,36.0,83.21505585832868,83.21505585832868,425395.3655477762
609,2011,11,21,3.0,15.0,42.2,,,INDIA,INDIA:  ASSAM,24.955,95.236,114.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  ASSAM,5525.1807,0.1373,422.98718,332.19999999999993,69.97036584057737,70.05432134135785,30710413.389624454
610,2011,9,19,18.0,33.0,55.8,,,GUATEMALA,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,9.0,5.6,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,  CUILAPA SANTA ROSA,10326.8558,0.0979,138.42346,284.3999999999999,76.87058835908464,138.62318654311463,24713048.58097376
611,2011,10,28,18.0,54.0,34.0,,,PERU,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24.0,6.9,,1.0,1.0,,,103.0,3.0,,2.0,134.0,3.0,,,1.0,1.0,,,103.0,2.0,,2.0,134.0,3.0,,,,  SAN VICENTE DE CANETE,11611.073,0.0855,23.02947,957.8000000000002,7.816626312797486,18.946437784736858,28605483.338897984
612,2011,10,29,13.0,50.0,49.0,,,ECUADOR,ECUADOR:  POMASQUI,-0.13,-78.37,3.0,4.0,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  POMASQUI,12908.3535,0.1133,61.353413,52.5,259.28678282665174,259.3855399330416,2724066.9403768033
613,2011,12,11,1.0,47.0,25.9,,,MEXICO,MEXICO:  GUERRERO,17.844,-99.963,54.0,6.4,,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,2.0,  GUERRERO,19729.1066,0.0556,58.720894,636.8000000000002,47.50108936478397,103.12804629700419,76735207.30453598
614,2012,1,19,12.0,35.0,51.3,,,IRAN,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8.0,5.3,,,,,,238.0,3.0,,1.0,,,,2.0,,,,,238.0,3.0,,1.0,,,,2.0,2.0,  KHORASAN-E-RAZAVI,14189.9706,0.1414,47.657597,212.69999999999996,43.70737194804372,43.70786049780925,7820516.355291516
615,2012,2,27,18.0,48.0,55.3,,,IRAN,IRAN:  RAVAR,31.428,56.778,10.0,5.2,,,,,,6.0,1.0,,1.0,,,,2.0,,,,,6.0,1.0,,1.0,,,,2.0,2.0,  RAVAR,14189.9706,0.1414,47.657597,188.80000000000004,9.40326245137469,9.40326245137469,1322333.7822245657
616,2012,5,3,10.0,9.0,35.6,,,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10.0,5.4,,,,,,8.0,1.0,,2.0,,,,3.0,,,,,8.0,1.0,,2.0,,,,3.0,3.0, DEHLORAN,14189.9706,0.1414,47.657597,236.60000000000008,53.656295049483134,53.69817091358423,11903166.150072388
617,2012,8,11,12.0,23.0,18.1,,,IRAN,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11.0,6.5,,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,4.0, VARZAGAN,14189.9706,0.1414,47.657597,701.0,49.6346819430808,63.91994136537298,97423003.35256094
618,2012,12,5,17.0,8.0,13.5,,,IRAN,IRAN:  KHORASAN PROVINCE,33.506,59.571,14.0,5.7,,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,1.0,  KHORASAN PROVINCE,14189.9706,0.1414,47.657597,308.30000000000007,9.72998416124736,9.72998416124736,3686107.19964695
619,2012,1,30,5.0,11.0,0.9,,,PERU,PERU:  ICA,-14.168,-75.635,43.0,6.4,,,,,,119.0,3.0,,1.0,,,,1.0,,,,,119.0,3.0,,1.0,,,,1.0,1.0,  ICA,12282.6217,0.0886,23.241869,636.8000000000002,11.982441973421254,27.026247326595627,19356928.043985605
620,2012,2,6,3.0,49.0,12.5,,,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11.0,6.7,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,,  NEGROS ORIENTAL PROVINCE,8058.1228,0.126,328.77997,829.4000000000001,34.230976884507115,219.16042148467162,93929526.72327244
621,2012,3,5,23.0,6.0,30.8,,,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37.0,5.6,,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,2.0,  MASBATE ISLAND,8058.1228,0.126,328.77997,284.3999999999999,78.30697897339293,260.320683747579,25174832.36317712
622,2012,3,16,7.0,58.0,2.5,,,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,18.0,5.8,,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,1.0,  SURIGAO,8058.1228,0.126,328.77997,332.19999999999993,61.4271439522946,202.2172911843012,27001468.239966184
623,2012,8,31,12.0,47.0,33.3,5463.0,,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28.0,7.6,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,, TACLOBAN,8058.1228,0.126,328.77997,2061.1999999999994,24.247934239513388,138.94300146240266,411893887.9182649
624,2012,2,26,2.0,35.0,0.5,,,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,28.0,5.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  PINGTUNG,40395.9489,0.1112,656.14417,356.1000000000001,77.13775755215042,578.1369084125878,38994756.33552063
625,2012,3,8,22.0,50.0,8.4,,,CHINA,CHINA: XINJIANG,39.383,81.307,38.0,5.9,,,,,,36641.0,4.0,84.0,4.0,,,,3.0,,,,,36641.0,4.0,84.0,4.0,,,,3.0,3.0, XINJIANG,11389.7481,0.1454,145.56137,356.1000000000001,9.575259711255416,21.45742583535126,4840494.864493549
626,2012,6,24,7.0,59.0,34.8,,,CHINA,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10.0,5.5,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,,  YUNNAN AND SICHUAN PROVINCES,11389.7481,0.1454,145.56137,260.5,42.01398646796087,43.14399750290274,11316929.408996407
627,2012,6,29,21.0,7.0,33.8,,,CHINA,CHINA:  XINJIANG PROVINCE,43.433,84.7,18.0,6.3,,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0,4.0,  XINJIANG PROVINCE,11389.7481,0.1454,145.56137,572.5999999999999,11.04310364809324,18.253309713733792,14427251.717947766
628,2012,7,20,12.0,11.0,52.0,,,CHINA,CHINA:  JIANGSU PROVINCE,32.978,119.593,10.0,4.9,,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,,  JIANGSU PROVINCE,11389.7481,0.1454,145.56137,132.15000000000003,505.8739163211099,532.4964189062556,34857748.0780224
629,2012,9,7,3.0,19.0,42.5,,,CHINA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10.0,5.6,,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0,4.0,  YILIANG,11389.7481,0.1454,145.56137,284.3999999999999,174.92775909528396,178.43553884989876,56237350.34378374
630,2012,11,26,5.0,33.0,48.8,,,CHINA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10.0,5.1,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,  RUOQIANG,11389.7481,0.1454,145.56137,164.89999999999992,0.03270396848011178,0.2392634992736858,3486.3084479168756
631,2012,3,14,9.0,8.0,35.1,5446.0,,JAPAN,JAPAN:  HOKKAIDO,40.887,144.944,12.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,  HOKKAIDO,29732.4954,0.1686,350.7646,957.8000000000002,19.781429698429317,148.18098878927455,72353665.02503818
632,2012,12,7,8.0,18.0,23.1,5469.0,,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31.0,7.2,,,,,,11.0,1.0,,,,,,,,,,,11.0,1.0,,,,,,,,  MIYAGI PREFECTURE,29732.4954,0.1686,350.7646,1368.4000000000003,15.15935005843623,113.59174925926561,113436810.11327597
633,2012,3,20,18.0,2.0,47.4,5447.0,,MEXICO,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20.0,7.4,8.0,2.0,1.0,,,13.0,1.0,600.0,4.0,800.0,3.0,,,2.0,1.0,,,13.0,1.0,600.0,4.0,800.0,3.0,,,, OAXACA,20030.0006,0.0538,59.546753,1714.8000000000006,14.406493154627418,59.72226659803374,169145224.29215136
634,2012,3,25,22.0,37.0,6.0,,,CHILE,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41.0,7.2,,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0,2.0, SANTIAGO,23460.462,0.0712,23.323502,1368.4000000000003,4.290150023589906,9.529476703222565,32079553.899893284
635,2012,4,17,3.0,50.0,15.6,,,CHILE,CHILE:  VALPARAISO,-32.625,-71.365,29.0,6.7,,2.0,1.0,,,,,,1.0,,,,2.0,2.0,1.0,,,,,,1.0,,,,2.0,2.0,  VALPARAISO,23460.462,0.0712,23.323502,829.4000000000001,7.91418207687213,14.590350188980276,21716452.30548051
636,2012,5,14,10.0,0.0,40.2,,,CHILE,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,10.0,6.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  TACNA,23460.462,0.0712,23.323502,572.5999999999999,9.373784437192306,12.85526072859537,12246371.30418545
637,2012,4,11,8.0,38.0,36.7,5449.0,,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20.0,8.6,,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,2.0,  OFF WEST COAST,10359.7224,0.1479,132.21419,5549.399999999999,32.192292802172766,98.26623016990128,3963911441.312491
638,2012,4,11,10.0,43.0,10.8,5450.0,,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF WEST COAST,10359.7224,0.1479,132.21419,3685.7999999999965,50.6817598153999,186.34015254795517,2752129081.259176
639,2012,6,4,11.0,18.0,13.4,,,INDONESIA,INDONESIA:  JAVA,-7.692,106.371,50.0,5.8,,,,,,2.0,1.0,,1.0,,,23.0,1.0,,,,,2.0,1.0,,1.0,,,23.0,1.0,1.0,  JAVA,10359.7224,0.1479,132.21419,332.19999999999993,171.63821798334553,907.308309068734,75560635.97924417
640,2012,7,25,0.0,27.0,45.2,,,INDONESIA,INDONESIA: BANDA ACEH,2.707,96.045,22.0,6.5,,1.0,1.0,,,,,,1.0,,,20.0,1.0,1.0,1.0,,,,,,1.0,,,20.0,1.0,1.0, BANDA ACEH,10359.7224,0.1479,132.21419,701.0,24.66257137073444,124.22843029830325,48407719.74904893
641,2012,8,18,9.0,41.0,52.4,,,INDONESIA,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,10.0,6.3,,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0,4.0, PARIGI MOUNTONG,10359.7224,0.1479,132.21419,572.5999999999999,16.743821412989117,50.74748031915404,21894086.929053266
642,2012,5,7,4.0,40.0,27.7,,,AZERBAIJAN,AZERBAIJAN:  ZAGATALA,41.549,46.789,11.0,5.7,,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0,1.0,  ZAGATALA,14683.8793,0.1956,114.76802,308.30000000000007,43.31376990991515,53.53946239501004,16408988.592672257
